name,url,is_official,status,generator,author
Kyšice,kysice.eu,1,000,,
Kyškovice,,0,,,
Kyškovice,,0,,,
Kájov,ou-kajov.cz,1,000,,
Kámen,,0,,,
Kámen,,0,,,
Kámen,obec-kamen.cz,1,000,,
Káraný,,0,,,
Kňovice,,0,,,
Křelov-Břuchotín,krelov.cz,0,,,
Křelovice,,0,,,
Křelovice,,0,,,
Křenek,obeckrenek.cz,1,200,[],['Obec Křenek']
Křenek,,0,,,
Křenice,krenice.cz,1,000,,
Křenov,,0,,,
Křenovice,,0,,,
Křenovice,,0,,,
Křenovice,obec-krenovice.cz,1,000,,
Křenovy,,0,,,
Křepenice,,0,,,
Křepice,,0,,,
Křepice,krepice.cz,1,200,[],['Obec Křepice']
Křesetice,kresetice.cz,1,200,[],['Obec Křesetice']
Křesín,,0,,,
Křetín,,0,,,
Křeč,,0,,,
Křečhoř,tiscalli.cz,0,,,
Křečhoř,,0,,,
Křečkov,kreckov.cz,1,000,,
Křečovice,sendme.cz,0,,,
Křešice,pvtnet.cz,0,,,
Křešín,,0,,,
Křešín,,0,,,
Křimov,krimov.cz,1,000,,
Křinice,,0,,,
Křičeň,kricen.cz,1,000,,
Křišťanov,kristanov.com,1,200,[],['Obec Křišťanov']
Křišťanovice,,0,,,
Křišťanovice,,0,,,
Křižanov,,0,,,
Křižanovice,krizanovice.cz,1,000,,
Křižanovice,,0,,,
Křižanovice u Vyškova,,0,,,
Křižany,,0,,,
Křižovatka,,0,,,
Křižánky,,0,,,
Křižánky,obeckrizanky.cz,1,200,[],[]
Křižínkov,,0,,,
Křoví,,0,,,
Křtomil,,0,,,
Křtěnov,,0,,,
Křídla,,0,,,
Křídlůvky,,0,,,
Křížkový Újezdec,krizkovyujezdec.eu,1,200,[],['Obec Křížkový Újezdec']
Kšely,,0,,,
Kšice,,0,,,
Labská Stráň,labskastran.cz,1,200,['WordPress 5.5.13'],[]
Labské Chrčice,,0,,,
Labuty,,0,,,
Ladná,obecladna.cz,1,200,[],['Obec Ladná']
Lahošť,,0,,,
Lančov,,0,,,
Lavičky,obec-lavicky.cz,1,200,[],[]
Lavičné,,0,,,
Lazinov,,0,,,
Lazníky,,0,,,
Lazníčky,laznicky.cz,1,000,,
Lazsko,,0,,,
Lačnov,telecom.cz,0,,,
Laškov,,0,,,
Lašovice,,0,,,
Lažany,,0,,,
Lažany,obeclazany.cz,1,000,,
Lažiště,laziste.cz,1,000,,
Lažánky,lazanky.cz,1,200,[],['chmelab.net']
Lažánky,,0,,,
Lechotice,lechotice.cz,1,200,[],['Raab Computer s.r.o.']
Lechovice,,0,,,
Ledce,,0,,,
Ledce,,0,,,
Ledce,ledceobec.cz,1,000,,
Ledce,,0,,,
Ledce,,0,,,
Ledečko,obecledecko.cz,1,000,,
Lednice,lednice.cz,1,200,[],['Obec Lednice']
Ledčice,ledcice.cz,1,000,,
Lelekovice,,0,,,
Lenešice,ou-lenesice.cz,1,000,,
Lenora,lenora.cz,1,200,[],['SumavaNet.CZ']
Lenora,,0,,,
Leskovec,leskovec.cz,1,000,,
Leskovec nad Moravicí,leskovecnadmoravici.eu,1,000,,
Leskovice,,0,,,
Lesnice,,0,,,
Lesná,,0,,,
Lesná,obec-lesna.com,1,200,['Joomla! 1.5 - Open Source Content Management'],['Administrator']
Lesná,,0,,,
Lesná,obeclesna.cz,1,000,,
Lesná,atlas.cz,0,,,
Lesní Hluboké,lesnihluboke.cz,1,200,['Joomla! - Open Source Content Management'],['Administrator']
Lesonice,lesonicemk.cz,1,200,[],['Obce na webu s.r.o.']
Lesonice,lesonice.cz,1,200,[],"['Synetix, s. r. o.']"
Lestkov,obeclestkov.cz,1,200,[],['Obec Lestkov']
Lesůňky,,0,,,
Lesůňky,,0,,,
Letiny,letiny.cz,1,000,,
Letkov,,0,,,
Letonice,letonice.cz,1,000,,
Lety,,0,,,
Lety,obeclety.cz,1,000,,
Levínská Olešnice,levinskaolesnice.cz,1,000,,
Lešany,obeclesany.cz,1,200,[],['Obec Lešany']
Lešany,,0,,,
Lešany,,0,,,
Lešetice,lesetice.cz,1,000,,
Leškovice,leskovicehb.cz,1,200,[],[]
Lešná,obec-lesna.cz,1,000,,
Leština,ou-lestina.cz,1,000,,
Leština,,0,,,
Leština u Světlé,,0,,,
Leštinka,,0,,,
Lhota,,0,,,
Lhota,lhota-zlin.cz,1,000,,
Lhota,,0,,,
Lhota,lhotaulipnika.cz,1,000,,
Lhota Rapotina,lhotarapotina.eu,1,000,,
Lhota Rapotina,,0,,,
Lhota pod Radčem,,0,,,
Lhota u Lysic,,0,,,
Lhota u Příbramě,,0,,,
Lhota u Vsetína,lhotauvsetina.cz,1,200,[],[]
Lhota-Vlasenice,detail-cz.cz,0,,,
Lhota-Vlasenice,,0,,,
Lhotice,,0,,,
Lhotka,,0,,,
Lhotka,,0,,,
Lhotka,,0,,,
Lhotka,lhotka.cz,1,000,,
Lhotka,telcsko.cz,0,,,
Lhotka,obec-lhotka.eu,1,000,,
Lhotka nad Labem,lhotkanadlabem.cz,1,200,[],[]
Lhotka u Litultovic,mujbox.cz,0,,,
Lhotka u Radnic,,0,,,
Lhotky,,0,,,
Lhotsko,obeclhotsko.cz,1,200,[],['Obec Lhotsko']
Lhoty u Potštejna,,0,,,
Lhánice,,0,,,
Lhůta,lhuta.jz.cz,1,200,[],[]
Libavské Údolí,,0,,,
Libchavy,libchavy.cz,1,000,,
Libecina,,0,,,
Libeř,liber.cz,1,200,[],[]
Libež,atlas.cz,0,,,
Libice nad Cidlinou,libicenadcidlinou.cz,1,000,,
Libina,ou-libina.cz,1,000,,
Libiš,libis.cz,1,200,[],['(c) 2021 Karel Smetana']
Libišany,,0,,,
Libkov,libkov.cz,1,000,,
Libkov,,0,,,
Libkovice pod Řípem,,0,,,
Liblice,liblice.cz,1,000,,
Libníč,,0,,,
Libochovany,libochovany.cz,1,200,[],[]
Libochovičky,libochovicky.cz,1,000,,
Libodřice,,0,,,
Libomyšl,,0,,,
Liboměřice,,0,,,
Libotenice,,0,,,
Libotov,,0,,,
Libotov,,0,,,
Libouchec,libouchec.cz,1,000,,
Libovice,libovice.cz,1,000,,
Libočany,libocany.cz,1,200,[],['Obec Libočany']
Libočany,,0,,,
Libořice,,0,,,
Liboš,libos.cz,1,000,,
Libošovice,craj.cz,0,,,
Librantice,,0,,,
Libuň,libun.cz,1,000,,
Libá,,0,,,
Libín,,0,,,
Libín,obeclibin.cz,1,000,,
Libčeves,,0,,,
Libědice,obce-cv.cz,0,,,
Libějovice,,0,,,
Libětice,,0,,,
Liběšice,libesice.cz,1,200,[],[]
Liběšice,,0,,,
Lichkov,orlicko.cz,0,,,
Lichkov,lichkov.cz,1,200,[],['Antee s.r.o.']
Lichnov,,0,,,
Lichnov,tkrlichnov.cz,1,000,,
Lichoceves,lichoceves.cz,1,000,,
Licibořice,,0,,,
Lidečko,,0,,,
Lidice,,0,,,
Lidmaň,,0,,,
Lidmaň,,0,,,
Linhartice,linhartice.cz,1,000,,
Linhartice,,0,,,
Lipec,lipec.cz,1,000,,
Lipina,,0,,,
Lipina,,0,,,
Lipinka,lipinka.cz,1,000,,
Lipno,,0,,,
Lipno,,0,,,
Lipno nad Vltavou,lipensko.cz,0,,,
Lipník,obeclipnik.cz,1,200,[],['Obec Lipník']
Lipník,,0,,,
Lipník,,0,,,
Lipník,,0,,,
Lipoltice,,0,,,
Lipoltice,,0,,,
Lipov,obeclipov.cz,1,000,,
Lipovec,,0,,,
Lipovec,mzh.cz,0,,,
Lipovice,obeclipovice.cz,1,000,,
Lipová,obec-lipova.cz,1,200,[],[]
Lipová,obeclipova.eu,1,200,[],[]
Lipová,,0,,,
Lipová,lipova.cz,1,000,,
Lipová-Lázně,lipova-lazne.cz,1,000,,
Liptaň,,0,,,
Liptál,liptal.cz,1,200,[],[]
Lipí,,0,,,
Lipůvka,,0,,,
Lisov,,0,,,
Litichovice,mybox.cz,0,,,
Litobratřice,,0,,,
Litobratřice,,0,,,
Litochovice,,0,,,
Litohlavy,,0,,,
Litohoř,,0,,,
Litohošť,litohost.cz,1,200,[],[]
Litostrov,,0,,,
Litovany,litovany.cz,1,200,[],[]
Litošice,litosice.cz,1,000,,
Litvínovice,litvinovice.cz,1,000,,
Lišany,poddzbansko.cz,0,,,
Lišany,,0,,,
Lišany,,0,,,
Lišnice,oulisnice.cz,1,000,,
Lkáň,,0,,,
Lkáň,,0,,,
Lnáře,sporknet.cz,0,,,
Lnáře,,0,,,
Lobendava,obeclobendava.cz,1,000,,
Lobeč,,0,,,
Lobodice,,0,,,
Lochousice,,0,,,
Lochovice,,0,,,
Lodhéřov,,0,,,
Loděnice,,0,,,
Loděnice,obec-lodenice.cz,1,200,[],[]
Loděnice,,0,,,
Loket,obecloket.cz,1,000,,
Lom,,0,,,
Lom,,0,,,
Lom u Tachova,lomutachova.cz,1,200,[],['Obec Lom u Tachova']
Lomec,,0,,,
Lomec,obeclomec.cz,1,200,[],['Václav Kybic']
Lomnice,obeclomnice.cz,1,200,[],['beINSIDE (info@beinside.cz)']
Lomnice,,0,,,
Lomnice,,0,,,
Lomnička,lomnicka.cz,1,200,[],['Obec Lomnička']
Lomy,,0,,,
Lopeník,zl-kraj.cz,0,,,
Losiná,losina.cz,1,000,,
Loucká,,0,,,
Louka,,0,,,
Louka,,0,,,
Louka u Litvínova,,0,,,
Louka u Litvínova,loukaulitvinova.cz,1,000,,
Loukov,,0,,,
Loukov,loukov.cz,1,200,['WordPress 5.4.14'],[]
Loukovec,loukovec.cz,1,000,,
Loukovice,,0,,,
Loučany,loucany.cz,1,000,,
Loučim,,0,,,
Loučka,obecloucka.cz,1,000,,
Loučka,,0,,,
Loučky,,0,,,
Loučná nad Desnou,loucna-nad-desnou.cz,0,,,
Loučovice,loucovice.info,1,000,,
Louňovice,lounovice.cz,1,000,,
Louňová,,0,,,
Loužnice,,0,,,
Lovečkovice,,0,,,
Lovčice,,0,,,
Lovčičky,politavi.cz,0,,,
Lovčovice,,0,,,
Loza,cz.lasselsberger.com,0,,,
Lozice,,0,,,
Ločenice,locenice.cz,1,000,,
Lošany,,0,,,
Lubenec,lubenec.cz,1,200,[],[]
Lubenec,,0,,,
Lubnice,,0,,,
Lubná,obeclubna.cz,1,000,,
Lubná,cbcnet.cz,0,,,
Lubná,lubna.cz,1,200,[],['HTML code: Marek; e-mail: marek(at-symbol)zerzan(dot)cz on Active24']
Lubné,,0,,,
Lubník,lubnik.cz,1,000,,
Luboměř,,0,,,
Lubě,,0,,,
Luběnice,lubenice.cz,1,000,,
Luběnice,,0,,,
Ludgeřovice,ludgerovice.cz,1,000,,
Ludkovice,,0,,,
Ludmírov,,0,,,
Ludslavice,ludslavice.cz,1,000,,
Ludvíkov,,0,,,
Ludvíkovice,ou-ludvikovice.cz,1,200,[],['Obec Ludvíkovice']
Ludíkov,ludikov.cz,1,200,[],['Obce na webu s.r.o.']
Luka,obecluka.cz,1,200,"['TrollComputers s.r.o. - OÚ Luka v.1.0.0', 'WordPress 6.4.1', 'Site Kit by Google 1.113.0']",[]
Lukavec,obec-lukavec.cz,1,200,[],[]
Lukavec,,0,,,
Lukavice,,0,,,
Lukavice,,0,,,
Lukavice,orlicko.cz,0,,,
Lukov,obeclukov.cz,1,200,[],['WRS - redakční systém - W Partner s.r.o.']
Lukov,,0,,,
Lukov,,0,,,
Lukov,lukov.cz,1,000,,
Lukovany,lukovany.cz,1,200,[],['Obec Lukovany']
Lukoveček,,0,,,
Lukoveček,,0,,,
Luková,lukova.cz,1,000,,
Luká,,0,,,
Luleč,,0,,,
Lutonina,,0,,,
Lutopecny,,0,,,
Lutín,lutin.cz,1,000,,
Lučice,hbnet.cz,0,,,
Lučice,lucice.cz,1,200,[],['Obec Lučice']
Lučina,,0,,,
Lučina,lucina.cz,1,000,,
Luštěnice,lustenice.cz,1,000,,
Lužany,obecni-urad.net,0,,,
Lužany,luzany.cz,1,200,[],['Antee s.r.o.']
Lužce,,0,,,
Lužec nad Vltavou,luzec.cz,0,,,
Luženičky,luzenicky.cz,1,200,['WordPress 5.5.13'],[]
Lužice,mybox.cz,0,,,
Lužice,luziceuhodonina.cz,1,200,[],['WRS - redakční systém - W Partner s.r.o.']
Lužice,luzice.eu,1,200,[],['Obec Lužice']
Lužice,,0,,,
Lužnice,,0,,,
Lužná,,0,,,
Lužná,luzna.cz,1,000,,
Lysovice,,0,,,
Lánov,lanov.cz,1,200,[],['Obec Lánov']
Lány,,0,,,
Lány,obec-lany.cz,1,200,"['Topinfo CMS, www.topinfocms.cz']",['Obec Lány']
Lány,obeclany.cz,1,000,,
Lány u Dašic,,0,,,
Lásenice,ou-lasenice.cz,1,000,,
Láz,,0,,,
Láz,obec-laz.cz,1,200,[],[]
Láz,obeclaz.eu,1,200,[],['Obec Láz']
Lázně Libverda,laznelibverda.cz,1,200,['Public4u'],"['as4u.cz, s.r.o.']"
Lážovice,lazovice.cz,1,000,,
Líbeznice,libeznice.cz,1,000,,
Lípa,,0,,,
Lípa,czobce.info,0,,,
Lípa,hbnet.cz,0,,,
Lípa nad Orlicí,nadorlici.cz,0,,,
Lísek,,0,,,
Líský,obec-lisky.cz,1,000,,
Líté,obecni-urad.net,0,,,
Líšina,,0,,,
Líšnice,,0,,,
Líšnice,obeclisnice.eu,1,000,,
Líšnice,orlicko.cz,0,,,
Líšná,lisna.cz,1,000,,
Líšná,obeclisna.cz,1,200,[],['Antee s.r.o.']
Líšná,,0,,,
Líšný,lisny.cz,1,000,,
Líšťany,listany.cz,1,000,,
Líšťany,,0,,,
Lčovice,lcovice.cz,1,200,['inPage'],['Obec Lčovice']
Lštění,lsteni-zlenice.cz,1,000,,
Machová,,0,,,
Mackovice,infoniva.cz,0,,,
Mackovice,,0,,,
Mahouš,,0,,,
Majdalena,majdalena.cz,1,000,,
Majetín,majetin.cz,1,000,,
Makotřasy,,0,,,
Makov,,0,,,
Makov,obecmakov.cz,1,200,[],['Antee s.r.o.']
Malenice,obecmalenice.cz,1,200,[],[]
Malenovice,obec-malenovice.cz,1,000,,
Maletín,,0,,,
Maleč,malec.cz,1,000,,
Malečov,malecovsko.cz,1,000,,
Malečov,,0,,,
Malešovice,malesovice.cz,1,200,[],['ArtGate s.r.o.']
Malhostovice,,0,,,
Malhotice,malhotice.cz,1,000,,
Malinová,,0,,,
Malonty,,0,,,
Malotice,malotice-obec.cz,1,000,,
Malotice,,0,,,
Malovice,malovice.cz,1,000,,
Malá Bystřice,,0,,,
Malá Hraštice,,0,,,
Malá Lhota,malalhota.cz,1,000,,
Malá Losenice,malalosenice.cz,1,200,[],[]
Malá Morava,obecmalamorava.cz,1,000,,
Malá Morávka,malamoravka.cz,1,200,[],['Obec Malá Morávka']
Malá Roudka,,0,,,
Malá Skála,,0,,,
Malá Veleň,,0,,,
Malá Vrbka,malavrbka.cz,1,200,[],[]
Malá Víska,,0,,,
Malá Štáhle,,0,,,
Malé Březno,malebrezno.cz,1,200,[],[]
Malé Březno,,0,,,
Malé Březno,pons.cz,0,,,
Malé Hradisko,,0,,,
Malé Kyšice,,0,,,
Malé Přítočno,malepritocno.cz,1,000,,
Malé Svatoňovice,malesvatonovice.cz,1,200,[],['Artfabrikk - Grafický design a webdesign']
Malé Výkleky,,0,,,
Malé Žernoseky,malezernoseky.cz,1,200,[],[]
Malíkov,,0,,,
Malíkovice,,0,,,
Malínky,,0,,,
Malíč,,0,,,
Malý Beranov,,0,,,
Malý Bor,mbor.jz.cz,0,,,
Malý Újezd,malyujezd.cz,1,000,,
Malčín,,0,,,
Malšovice,oumalsovice.cz,1,000,,
Malšín,obecmalsin.cz,1,000,,
Mankovice,mankovice.cz,1,000,,
Mariánské Radčice,marianskeradcice.cz,1,000,,
Mariánské Radčice,pons.cz,0,,,
Markvartice,markvartice.cz,1,000,,
Markvartice,,0,,,
Markvartice,,0,,,
Markvartice,ji.cz,0,,,
Markvartovice,markvartovice.cz,1,000,,
Martinice,martinice.eu,1,000,,
Martinice,martinice.cz,1,200,[],[]
Martinice u Onšova,,0,,,
Martinice v Krkonoších,,0,,,
Martinice v Krkonoších,krakonos.cz,0,,,
Martiněves,martineves.cz,1,200,[],['Jiří Chabera Tvorba stránek']
Martínkov,martinkov.cz,1,200,[],"['Patrik Venhoda (Front-End), Lukáš Venhoda (Back-End), Jaroslav Veselský (Design)']"
Martínkovice,martinkovice.cz,1,200,[],['Obec Martínkovice']
Maršov,marsov.cz,1,200,[],['Obec Maršov']
Maršov,,0,,,
Maršovice,,0,,,
Masojedy,,0,,,
Mastník,,0,,,
Matějov,matejov.cz,1,200,[],['Jaroslav Činčera']
Mazelov,mazelov.cz,1,000,,
Mačkov,,0,,,
Maňovice,manovice.jz.cz,1,000,,
Mařenice,,0,,,
Mašovice,,0,,,
Mažice,,0,,,
Mcely,,0,,,
Meclov,,0,,,
Medlice,,0,,,
Medlov,obecmedlov.cz,1,200,[],['Obec Medlov']
Medlovice,obecmedlovice.cz,1,200,[],['Obec Medlovice']
Medlovice,,0,,,
Medlovice,,0,,,
Medlovice,medlovice.cz,1,000,,
Medonosy,,0,,,
Medový Újezd,,0,,,
Melč,obecmelc.cz,1,000,,
Menhartice,,0,,,
Merboltice,,0,,,
Merklín,,0,,,
Merklín,merklin.cz,1,000,,
Metylovice,giff.cz,0,,,
Mezholezy,,0,,,
Mezholezy,obecmezholezy.cz,1,000,,
Mezihoří,mezihori.eu,1,200,[],[]
Mezilesí,,0,,,
Mezina,,0,,,
Meziříčko,,0,,,
Meziříčí,,0,,,
Mezno,,0,,,
Mezná,,0,,,
Mezná,,0,,,
Mezouň,mezoun.cz,1,000,,
Mečeříž,meceriz.cz,1,200,[],[]
Mečeříž,,0,,,
Mečichov,mecichov.cz,1,000,,
Mešno,mesno.cz,1,000,,
Michalovice,,0,,,
Michalovice,,0,,,
Mikolajice,mikolajice.cz,1,000,,
Mikuleč,,0,,,
Mikuleč,obecmikulec.net,1,200,[],['Obec Mikuleč']
Mikulov,obecmikulov.cz,1,000,,
Mikulov,,0,,,
Mikulovice,mikulovice.cz,1,200,[],['Obec Mikulovice']
Mikulovice,obecmikulovice.cz,1,000,,
Mikulovice,mikulovice.info,1,200,['WordPress 5.7.10'],[]
Mikulčice,,0,,,
Mikulůvka,mikuluvka.cz,1,000,,
Milasín,,0,,,
Milavče,,0,,,
Milejovice,milejovice.cz,1,200,[],['WRS - redakční systém - W Partner s.r.o.']
Milenov,,0,,,
Mileč,obecmilec.cz,1,000,,
Milešov,,0,,,
Milešovice,milesovice.cz,1,000,,
Milešín,,0,,,
Milhostov,milhostov.cz,1,000,,
Milonice,milonice.cz,1,000,,
Milonice,obecmilonice.cz,1,000,,
Milostín,obecni-urad.net,0,,,
Milotice,milotice.cz,1,000,,
Milotice nad Bečvou,,0,,,
Milotice nad Opavou,miloticenadopavou.cz,1,000,,
Milovice,,0,,,
Milovice u Hořic,miloviceuhoric.cz,1,000,,
Miloňovice,mybox.cz,0,,,
Milíkov,obecmilikov.cz,1,200,[],['Web & Media a.s.']
Milín,,0,,,
Milínov,,0,,,
Milínov,,0,,,
Milíčov,,0,,,
Milíčovice,milicovice.cz,1,200,['Kentico 8.2 (build 8.2.5816) FREE LICENSE'],[]
Milíře,obec-milire.cz,1,200,[],['Obec Milíře']
Milčice,,0,,,
Minice,,0,,,
Mirkovice,,0,,,
Miroslavské Knínice,,0,,,
Mirošov,,0,,,
Mirošov,dusejovsko.cz,0,,,
Mirošovice,,0,,,
Miskovice,,0,,,
Mistrovice,,0,,,
Mistřice,mistrice.cz,1,000,,
Mičovice,micovice.cz,1,000,,
Miřejovice,mirejovice.cz,1,000,,
Miřetice,miretice.cz,1,000,,
Miřetice,miretice.eu,1,200,['WordPress 6.0.6'],[]
Mišovice,,0,,,
Mladecko,,0,,,
Mladeč,mladec.cz,1,200,['Public4u'],"['as4u.cz, s.r.o.']"
Mladotice,mladotice.cz,1,200,[],['Obec Mladotice']
Mladoňovice,mladonovice.cz,1,000,,
Mladoňovice,,0,,,
Mladošovice,obecmladosovice.cz,1,000,,
Mladé Bříště,mladebriste.cz,1,000,,
Mladé Bříště,,0,,,
Mladý Smolivec,mladysmolivec.cz,1,000,,
Mladějov na Moravě,,0,,,
Mladějovice,mladejovice.cz,1,000,,
Mlečice,,0,,,
Mlečice,,0,,,
Mlékojedy,mlekojedy.cz,1,000,,
Mlékojedy,mlekojedy.eu,1,200,[],['Obec Mlékojedy']
Mlýnské Struhadlo,,0,,,
Mlýny,obecmlyny.cz,1,000,,
Mnetěš,,0,,,
Mnich,mnich.cz,1,000,,
Mnichov,,0,,,
Mnichov,mybox.cz,0,,,
Mnichov,,0,,,
Mnichovice,zelivka.cz,0,,,
Mníšek,obec-mnisek.cz,1,000,,
Mochov,,0,,,
Mochtín,,0,,,
Modlany,modlany.cz,1,000,,
Modlany,,0,,,
Modlíkov,,0,,,
Modrava,modrava.eu,1,200,[],['SumavaNet.CZ']
Modrava,sumavanet.cz,0,,,
Modrá,uh.cz,0,,,
Modrá,venkov.cz,0,,,
Modrá Hůrka,,0,,,
Modřišice,modrisice.cz,1,000,,
Mohelnice,,0,,,
Mohelnice nad Jizerou,,0,,,
Mojné,,0,,,
Mokošín,,0,,,
Mokrosuky,sumava.net,0,,,
Mokrouše,,0,,,
Mokrovraty,,0,,,
Mokrá-Horákov,mokra-horakov.cz,1,200,[],[]
Mokré Lazce,mokrelazce.cz,1,000,,
Mokrý Lom,mokrylom.cz,1,000,,
Moldava v Krušných horách,moldava.cz,0,,,
Moravany,obec-moravany.cz,1,000,,
Moravany,,0,,,
Moravany,moravanyubrna.cz,1,000,,
Moravec,,0,,,
Moravec,,0,,,
Moraveč,,0,,,
Moravice,,0,,,
Moravičany,obec-moravicany.cz,1,000,,
Moravskoslezský Kočov,,0,,,
Moravské Bránice,moravskebranice.cz,1,200,[],[]
Moravské Knínice,moravskekninice.cz,1,000,,
Moravské Knínice,,0,,,
Moravské Málkovice,moravskemalkovice.cz,1,000,,
Moravské Málkovice,,0,,,
Moravský Písek,moravskypisek.cz,1,000,,
Morašice,,0,,,
Morašice,,0,,,
Morašice,morasice.cz,1,200,[],[]
Morašice,,0,,,
Morkůvky,morkuvky.cz,1,000,,
Morávka,,0,,,
Mostek,mostek-uo.cz,1,000,,
Mostkovice,mostkovice.cz,1,200,[],['Obec Mostkovice']
Mosty u Jablunkova,mostyujablunkova.cz,1,200,[],[]
Mouchnice,,0,,,
Moutnice,oumoutnice.cz,1,000,,
Mouřínov,,0,,,
Mouřínov,mourinov.cz,1,200,[],"['www.ahosting.cz , www.luvenex.cz']"
Močerady,,0,,,
Močovice,,0,,,
Mořice,morice.cz,1,000,,
Mořina,,0,,,
Mořina,,0,,,
Mořinka,,0,,,
Mořkov,obec-morkov.cz,1,000,,
Mošnov,mosnov.cz,1,000,,
Mratín,,0,,,
Mrač,,0,,,
Mrlínek,mrlinek.cz,1,200,[],[]
Mrsklesy,mrsklesy.cz,1,000,,
Mrtník,mrtnik.cz,1,200,[],['Obec Mrtník']
Mrzky,,0,,,
Mrákotín,oumrakotin.cz,1,000,,
Mrákov,mrakov.cz,1,000,,
Mukařov,,0,,,
Mukařov,mukarov.cz,1,200,[],['BestSite s.r.o. | www.bestsite.cz']
Mutkov,,0,,,
Mutějovice,mutejovice.cz,1,000,,
Mutějovice,obecni-urad.net,0,,,
Mutěnice,,0,,,
Mutěnice,mutenice.cz,1,000,,
Mutěnín,,0,,,
Mydlovary,,0,,,
Mydlovary,mydlovary.cz,1,200,[],['Obec Mydlovary']
Myslejovice,,0,,,
Mysletice,,0,,,
Mysletín,,0,,,
Mysletín,,0,,,
Mysliboř,,0,,,
Myslibořice,mysliborice.cz,1,200,[],[]
Myslinka,myslinka.cz,1,000,,
Myslinka,obecni-urad.net,0,,,
Myslkovice,mybox.cz,0,,,
Myslovice,myslovice.cz,1,200,[],['Obec Myslovice']
Mysločovice,myslocovice.cz,1,000,,
Mysločovice,,0,,,
Myslín,,0,,,
Myslív,mysliv.jz.cz,1,200,[],[]
Myštice,blatna.cz,0,,,
Myštice,,0,,,
Málkov,,0,,,
Máslovice,maslovice.cz,1,000,,
Míchov,,0,,,
Míchov,obecmichov.cz,1,200,[],[]
Mírov,obecmirov.cz,1,200,[],['Obec Mírov']
Mírová,,0,,,
Mírová pod Kozákovem,mirova.cz,0,,,
Místo,,0,,,
Míčov-Sušice,micov-susice.cz,1,000,,
Mířkov,,0,,,
Míškovice,obecmiskovice.cz,1,000,,
Míšov,,0,,,
Měchenice,,0,,,
Měcholupy,,0,,,
Měděnec,medenec.cz,1,200,[],['Obec Měděnec']
Měkynec,,0,,,
Mělnické Vtelno,melnickevtelno.cz,1,000,,
Mělčany,,0,,,
Měnín,menin.cz,1,000,,
Měrotín,merotin.cz,1,000,,
Měrovice nad Hanou,,0,,,
Měrunice,merunice.cz,1,000,,
Městečko,,0,,,
Městečko Trnávka,,0,,,
Měňany,,0,,,
Měšice,mesice.org,1,200,[],['Obec Měšice']
Měšín,mesin.cz,1,200,[],[]
Mšecké Žehrovice,msecke.zehrovice.cz,0,,,
Mšecké Žehrovice,msecke-zehrovice.cz,0,,,
Mšené-Lázně,msene-lazne.cz,1,200,[],[]
Nabočany,,0,,,
Nadryby,top.cz,0,,,
Nadějkov,nadejkov.cz,1,200,[],[]
Nadějov,,0,,,
Nahošovice,,0,,,
Naloučany,naloucany.cz,1,200,"['Naloučany, Obec Naloučany']",['František Lysý']
Nalžovice,,0,,,
Narysov,narysov.cz,1,000,,
Nasavrky,nasavrkyuo.cz,1,200,['WordPress 6.2.3'],[]
Nasavrky,,0,,,
Načešice,,0,,,
Našiměřice,nasimerice.cz,1,200,[],['Obec Našiměřice']
Nebahovy,nebahovy.cz,1,200,[],['Obec Nebahovy']
Nebanice,nebanice.cz,1,000,,
Nebovidy,,0,,,
Nebovidy,nebovidy.eu,1,000,,
Nebovidy,nebovidyubrna.cz,1,000,,
Nebužely,,0,,,
Nebílovy,,0,,,
Nebřehovice,nebrehovice.cz,1,200,[],['Obec Nebřehovice']
Nechvalice,,0,,,
Nechvalín,,0,,,
Nedabyle,,0,,,
Nedachlebice,uh.cz,0,,,
Nedakonice,,0,,,
Nedašov,,0,,,
Nedašova Lhota,,0,,,
Nedomice,nedomice.cz,1,200,[],[]
Nedrahovice,nedrahovice.cz,1,200,[],['Origine solutions']
Nedrahovice,,0,,,
Nedvězí,,0,,,
Nehodiv,nehodiv.jz.cz,1,200,[],[]
Nejepín,,0,,,
Nekmíř,nekmir.cz,1,000,,
Nekoř,orlicko.cz,0,,,
Nekvasovy,obecnekvasovy.cz,1,000,,
Nelahozeves,nelahozeves.cz,1,200,[],['Obec Nelahozeves']
Nelepeč-Žernůvka,,0,,,
Nelešovice,,0,,,
Nemanice,,0,,,
Nemile,,0,,,
Nemochovice,,0,,,
Nemojany,,0,,,
Nemotice,,0,,,
Nemyslovice,nemyslovice.cz,1,000,,
Nemyčeves,,0,,,
Nemyšl,mybox.cz,0,,,
Nenačovice,nenacovice.cz,1,000,,
Nenkovice,nenkovice.cz,1,000,,
Neplachov,,0,,,
Neplachovice,neplachovice.cz,1,000,,
Nepomuk,,0,,,
Nepoměřice,,0,,,
Nepoměřice,,0,,,
Neprobylice,,0,,,
Nepřevázka,,0,,,
Neratov,neratov-novinsko.cz,1,000,,
Nerestce,,0,,,
Neslovice,neslovice.cz,1,200,[],[]
Nesovice,nesovice.cz,1,000,,
Nespeky,,0,,,
Nestrašovice,,0,,,
Nesuchyně,poddzbansko.cz,0,,,
Nesvačilka,nesvacilka.cz,1,200,[],"['Synetix s.r.o., www.synetix.cz']"
Nesvačily,,0,,,
Netunice,,0,,,
Netín,,0,,,
Netřebice,,0,,,
Netřebice,,0,,,
